date,home_team,away_team,home_score,away_score,home_elo,away_elo,home_ema_gf,away_ema_gf,home_ema_ga,away_ema_ga,home_ema_offense_rating,away_ema_offense_rating,Elo_Diff,Rest_Diff,Form_Offense_Diff,Form_Defense_Diff,Elite_Offense_Diff,Match_Outcome
2005-04-18,Iran,Morocco,1,1,1828,1681,1.8217639172621383,0.9841555080979318,0.8731862694629622,1.0377544268528711,1.9305219431245308,1.042473589982835,147,-28.0,0.8376084091642064,-0.16456815738990893,0.8880483531416958,1.0
2005-04-20,Saudi Arabia,Morocco,1,0,1568,1681,1.78574394401189,0.9870555401621488,0.9543774555084592,1.0308441990515511,1.8150494030037088,1.0747223724009984,-113,5.0,0.7986884038497413,-0.07646674354309191,0.7403270306027103,2.0
2005-05-04,Ecuador,Paraguay,1,0,1715,1778,1.8412753795762926,1.0632389775092166,1.2929746983646113,1.7570041493990254,2.103294026015914,1.2514152812457584,-63,0.0,0.778036402067076,-0.46402945103441406,0.8518787447701555,2.0
2005-05-28,United States,England,1,2,1841,1963,1.8903850102902344,1.2981722750771925,0.8359999729575884,1.0904095693083757,2.0892911582057825,1.553716705627473,-122,0.0,0.592212735213042,-0.2544095963507873,0.5355744525783095,0.0
2005-05-31,England,Colombia,3,2,1963,1764,1.4259163864399127,0.7874066898083899,1.0739535507159854,1.3368038925199297,1.7177043169289328,0.9436367203843417,199,-27.0,0.6385096966315228,-0.2628503418039443,0.7740675965445911,2.0
2005-06-03,Uzbekistan,South Korea,1,1,1578,1687,1.26389128259195,1.0101581548664862,1.300007607982669,1.2879600189823692,1.309839382036296,1.1733626605180556,-109,0.0,0.25373312772546375,0.012047589000299785,0.1364767215182403,1.0
2005-06-04,Ecuador,Argentina,2,0,1715,1930,1.6882753374451007,1.913529269157378,1.0578255568029207,1.109509580521932,1.9363474731214865,2.3217223071265147,-215,0.0,-0.22525393171227726,-0.05168402371901126,-0.38537483400502826,2.0
2005-06-04,Cape Verde,South Africa,1,2,1314,1517,0.750611004252455,0.8884627712791653,1.720714357334713,1.211639675957846,0.7784077903208767,0.9699815348247031,-203,0.0,-0.13785176702671031,0.509074681376867,-0.19157374450382636,0.0
2005-06-05,Brazil,Paraguay,4,1,2027,1778,1.4035932986028765,0.8698805274902153,0.8229609962299184,1.6193369343307373,1.6323401988854997,1.023835476300473,249,0.0,0.5337127711126612,-0.796375938100819,0.6085047225850269,2.0
2005-06-08,Jordan,Iraq,0,1,1544,1608,0.9638922695767816,1.2262810471862005,0.8692756994881982,1.9406056267954366,1.0481020696750973,1.3159267548910396,-64,0.0,-0.2623887776094188,-1.0713299273072385,-0.26782468521594227,0.0
2005-06-08,Saudi Arabia,Uzbekistan,3,0,1568,1578,1.6421027008264801,1.2138948368134153,0.7799084504055844,1.2431686174774519,1.6881098315898053,1.2747568376918617,-10,25.0,0.4282078640130649,-0.46326016707186746,0.41335299389794367,2.0
2005-06-08,Panama,United States,0,3,1475,1841,0.4310753056926841,1.7284439394737918,1.980016187446251,1.0477054808346495,0.49999976538201857,1.9473130649041235,-366,19.0,-1.2973686337811077,0.9323107066116014,-1.447313299522105,0.0
2005-06-08,Argentina,Brazil,3,1,1930,2027,1.5655011966891084,1.8756785960181552,1.271469822906353,0.8551506800355914,1.8994530727961518,2.1976252706533748,-97,1.0,-0.31017739932904687,0.41631914287076166,-0.29817219785722293,2.0
2005-06-08,Colombia,Ecuador,3,0,1764,1715,1.0079502264221463,1.744964942378051,1.6393019753832816,0.8654515803211125,1.2480446097697024,2.052188409373765,49,4.0,-0.7370147159559048,0.7738503950621691,-0.8041437996040623,2.0
2005-06-08,Sweden,Norway,2,3,1903,1767,1.122113778173245,1.0669296527239809,1.012258099500516,0.9478338189036983,1.3235867722162404,1.2643617341670315,136,0.0,0.05518412544926421,0.0644242805968176,0.05922503804920898,0.0
2005-06-08,Spain,Bosnia and Herzegovina,1,1,1957,1630,1.5525800667669185,0.8488144502903457,0.48658418852491003,1.9659203103584348,1.8220543834022502,1.027519778629723,327,0.0,0.7037656164765728,-1.4793361218335248,0.7945346047725272,1.0
2005-06-09,Australia,New Zealand,1,0,1765,1514,1.2806306103750393,0.325924517923496,1.148748040521852,2.4166944465603066,1.43840632028534,0.38150894287169446,251,0.0,0.9547060924515434,-1.2679464060384547,1.0568973774136456,2.0
2005-06-15,Germany,Australia,4,3,1891,1765,1.8309133801929038,1.2294549102376233,1.3193628866133864,0.939262748890175,2.2118516764798857,1.3601607201778672,126,24.0,0.6014584699552805,0.3801001377232114,0.8516909563020185,2.0
2005-06-15,Argentina,Tunisia,2,1,1930,1712,1.8263888711319891,0.9903868020887339,1.2220984810718418,1.013262316374649,2.291293579054453,1.0648005416773267,218,-23.0,0.8360020690432552,0.2088361646971928,1.2264930373771261,2.0
2005-06-16,Mexico,Japan,2,1,1835,1812,1.1044380434743972,0.7447655525536596,1.0472729083870818,1.3773106582100754,1.2882556712022841,0.89049514442232,23,0.0,0.3596724909207376,-0.3300377498229936,0.3977605267799641,2.0
2005-06-18,South Africa,Ghana,0,2,1517,1602,1.090889651299217,1.0712704890294291,1.1730970539154841,0.5790340128918104,1.1123983193760216,1.0728165038890463,-85,-16.0,0.019619162269787882,0.5940630410236737,0.03958181548697537,0.0
2005-06-18,Germany,Tunisia,3,0,1891,1712,2.225528062801237,0.9921356990705162,1.6251155822516197,1.1927762068232142,2.6657250333708253,1.105163904622231,179,0.0,1.2333923637307205,0.4323393754284055,1.5605611287485943,2.0
2005-06-18,Argentina,Australia,4,2,1930,1765,1.8579614333631143,1.5521561619463982,1.1817081088601031,1.4971156653710394,2.289724706540336,1.8015674776533115,165,0.0,0.3058052714167161,-0.3154075565109362,0.4881572288870246,2.0
2005-06-19,Ivory Coast,Egypt,2,0,1701,1713,1.560402136349899,1.655053629874133,1.2967954998755935,0.7004579505157432,1.6536257612901781,1.7926102237249308,-12,0.0,-0.09465149352423397,0.5963375493598503,-0.1389844624347527,2.0
2005-06-19,Mexico,Brazil,1,0,1835,2027,1.2672714055870047,1.7164611734050133,1.0386776274537857,1.2451309560993487,1.4933050252123414,2.031993174935207,-192,-8.0,-0.44918976781800857,-0.20645332864556298,-0.5386881497228657,2.0
2005-06-21,Tunisia,Australia,2,0,1712,1765,0.8116593433366163,1.6337444850827656,1.5215227326197422,1.9530918751904491,0.9041269354034757,1.9421680099560472,-53,0.0,-0.8220851417461493,-0.4315691425707069,-1.0380410745525714,2.0
2005-06-21,Germany,Argentina,2,2,1891,1930,2.366409872592734,2.2474926671773305,1.329495801403172,1.3305150701074664,2.8036605020266623,2.729247317593752,-39,0.0,0.11891720541540352,-0.0010192687042944737,0.07441318443291012,1.0
2005-06-22,Brazil,Japan,2,2,2027,1812,1.404372300053726,0.7911786082692558,1.2005609739186225,1.4905434737769467,1.6625339232790683,0.9510200365783946,215,-3.0,0.6131936917844703,-0.28998249985832425,0.7115138867006737,1.0
2005-06-25,Germany,Brazil,2,3,1891,2027,2.29976329334599,1.5126696717892893,1.4514543362288082,1.3459154384528622,2.7617661125759168,1.7995295596608942,-136,1.0,0.7870936215567008,0.10553889777594594,0.9622365529150225,0.0
2005-06-26,Argentina,Mexico,1,1,1930,1835,2.202487413905952,1.2186756485030068,1.45225741978927,0.8498234342359622,2.691439241794896,1.4674914824721301,95,-2.0,0.983811765402945,0.6024339855533077,1.223947759322766,1.0
2005-06-29,Germany,Mexico,4,3,1891,1835,2.245243071020943,1.1789157996767832,1.7331000738603553,0.8771287039031399,2.7510172483827935,1.43461371400695,56,1.0,1.0663272713441596,0.8559713699572153,1.3164035343758436,2.0
2005-06-29,Brazil,Argentina,4,1,2027,1930,1.7830962818266654,1.9838271560999081,1.4648411856806274,1.370018950710747,2.159982614716366,2.4244789287650517,97,1.0,-0.20073087427324277,0.0948222349698804,-0.26449631404868557,2.0
2005-07-06,Panama,Colombia,1,0,1475,1764,0.3505234113764435,1.3702378990250779,2.1706131137561036,1.3411674080484928,0.40656846062546553,1.644869804870211,-289,0.0,-1.0197144876486344,0.8294457057076108,-1.2383013442447455,2.0
2005-07-08,South Africa,Mexico,2,1,1517,1835,0.8922818127646583,1.510026378687721,1.3236433594965409,1.4449309630429132,0.9098746034918118,1.8614168416050831,-318,11.0,-0.6177445659230627,-0.12128760354637236,-0.9515422381132713,2.0
2005-07-09,United States,Canada,2,0,1841,1565,1.959697742396999,0.9599565866109095,0.8571626614435526,2.957485908836094,2.1296685064615954,1.1538663226474837,276,0.0,0.9997411557860895,-2.1003232473925415,0.9758021838141118,2.0
2005-07-17,Panama,South Africa,1,1,1475,1517,0.47127721407753875,1.0939046191082888,1.767042311867144,1.2647349808600623,0.5496248631580672,1.1895958648328988,-42,2.0,-0.6226274050307501,0.5023073310070818,-0.6399710016748316,1.0
2005-07-17,Colombia,Mexico,2,1,1764,1835,1.1210492576027544,1.4172933105843593,1.2791234060765233,1.5458536936252956,1.345737170833566,1.7068545382416025,-71,2.0,-0.29624405298160483,-0.26673028754877226,-0.36111736740803657,2.0
2005-07-21,Panama,Colombia,3,2,1475,1764,0.5691778503508717,1.2808870740084008,1.6250133840815835,1.2283646165528959,0.6351168340102079,1.5459419811174644,-289,0.0,-0.7117092236575292,0.3966487675286876,-0.9108251471072565,2.0
2005-07-24,United States,Panama,0,0,1841,1475,1.9670270279360211,1.0177784553912332,0.7012808257163154,1.694215988150055,2.121848280466691,1.1689893506652904,366,12.0,0.9492485725447879,-0.9929351624337395,0.9528589298014007,1.0
2005-07-29,Egypt,Qatar,5,0,1713,1510,1.3539552519261682,1.414965615813926,0.9368792942788702,1.8359906467875575,1.4664866341844742,1.5243994700399526,203,0.0,-0.061010363887757935,-0.8991113525086873,-0.05791283585547835,2.0
2005-08-07,South Korea,Japan,0,1,1687,1812,1.0083111932933047,1.0109906363209504,1.235602962345268,1.5831830258227007,1.151296431626877,1.2695393818046932,-125,0.0,-0.002679443027645778,-0.34758006347743264,-0.11824295017781616,0.0
2005-08-17,Sweden,Czechia,2,1,1903,1965,1.281871755361402,2.0264236094274573,1.3739879197215792,1.3154708818426477,1.5114656166407725,2.4379331763466703,-62,0.0,-0.7445518540660552,0.05851703787893148,-0.9264675597058978,2.0
2005-08-17,Netherlands,Germany,2,2,1992,1891,1.1454783261112562,2.5643750586930594,0.8655674415021734,1.9635070806278596,1.44057300578025,3.1406333707764453,101,0.0,-1.4188967325818032,-1.0979396391256864,-1.7000603649961954,1.0
2005-08-17,Norway,Switzerland,0,2,1767,1780,1.4207413132137516,0.5429886609449306,1.1404127719508261,1.6424969893415908,1.7295601458367853,0.6444411113612255,-13,0.0,0.877752652268821,-0.5020842173907647,1.08511903447556,0.0
2005-08-17,Austria,Scotland,2,2,1668,1681,1.2602463926836454,0.6298238018311075,2.5109638032119848,2.154572184705333,1.5850191800813436,0.7811272119974177,-13,0.0,0.6304225908525378,0.3563916185066516,0.8038919680839258,1.0
2005-08-17,Croatia,Brazil,1,1,1864,2027,1.3283829440939772,2.186173238806501,1.5226548437277916,1.3803238613299647,1.6692300825114528,2.7030208663334827,-163,0.0,-0.8577902947125238,0.14233098239782693,-1.03379078382203,1.0
2005-08-17,Portugal,Egypt,2,0,1910,1713,1.9049276541165647,2.017196046095315,1.1261692551548501,0.7664544613125676,2.263031593934544,2.1153207546852864,197,11.0,-0.11226839197875016,0.35971479384228255,0.14771083924925765,2.0
2005-08-17,France,Ivory Coast,3,0,1973,1701,1.3537381543765457,1.6421342797786973,0.6961435283597717,1.0556890602000466,1.5970796471812259,1.7708279634670745,272,0.0,-0.28839612540215165,-0.35954553184027493,-0.17374831628584864,2.0
2005-08-17,Ghana,Senegal,0,0,1602,1701,1.245892022762953,1.3618009840109015,0.47016290863522464,1.0339175708352735,1.2514091837619283,1.3610951892936496,-99,0.0,-0.11590896124794847,-0.5637546622000489,-0.10968600553172125,1.0
2005-08-17,Spain,Uruguay,2,0,1957,1821,1.4519108664446878,1.529106654622037,0.5801184332116399,1.4880578086491654,1.6880812312331746,1.9107651520417608,136,0.0,-0.07719578817734929,-0.9079393754375255,-0.22268392080858623,2.0
2005-08-17,South Korea,Saudi Arabia,0,1,1687,1568,0.8249799099239388,1.8900930869833894,1.1927655985039465,0.6374751471647311,0.9419675520581171,1.9561880212448963,119,-20.0,-1.0651131770594506,0.5552904513392154,-1.014220469186779,0.0
2005-08-17,Japan,Iran,2,1,1812,1828,1.0089921430161983,1.6722793687270656,1.295303363089004,0.8962545654287125,1.2431963073193046,1.7832036588374969,-16,-20.0,-0.6632872257108673,0.39904879766029155,-0.5400073515181922,2.0
2005-09-03,Paraguay,Argentina,1,0,1778,1930,0.8935428459280997,1.804931965040671,2.05226220267549,1.8482441749055096,1.0833911940678775,2.229342430307145,-152,0.0,-0.9113891191125713,0.20401802776998035,-1.1459512362392674,2.0
2005-09-03,Bosnia and Herzegovina,Belgium,1,0,1630,1698,0.8768086315626455,1.392275845066162,1.7870662577409748,1.9525339422439183,1.078837515263018,1.589145524426083,-68,0.0,-0.5154672135035165,-0.16546768450294347,-0.510308009163065,2.0
2005-09-03,United States,Mexico,2,0,1841,1835,1.609321766662022,1.34142113065181,0.573752409773543,1.6284264773220007,1.735988664524083,1.6103346803338037,6,0.0,0.2679006360102121,-1.0546740675484578,0.1256539841902793,2.0
2005-09-03,Spain,Canada,2,1,1957,1565,1.551725762798789,0.7832816984722311,0.47447054176647957,2.781265735760139,1.822831056933672,0.9415033821519664,392,-13.0,0.768444064326558,-2.3067951939936595,0.8813276747817057,2.0
2005-09-04,DR Congo,Cape Verde,2,1,1453,1314,1.0112239588907368,0.802996700290088,1.2946730815656535,1.7793800283699706,1.0825013453768961,0.82733523661447,139,0.0,0.20822725860064883,-0.48470694680431703,0.2551661087624262,2.0
2005-09-04,Uruguay,Colombia,3,2,1821,1764,1.2509762453269144,1.4116540164559732,1.5811753755536433,1.550527289273393,1.563214579164558,1.622448575218275,57,-12.0,-0.1606777711290588,0.030648086280250286,-0.05923399605371693,2.0
2005-09-07,Germany,South Africa,4,2,1891,1517,2.46173897321591,1.0768158305792384,1.970143607764022,1.2165584359028556,3.0524989443840447,1.1520601523649316,374,-9.0,1.3849231426366717,0.7535851718611664,1.900438792019113,2.0
2005-09-07,Mexico,Panama,5,0,1835,1475,1.0975246203026716,0.8304617607987869,1.6959857869589858,1.3824045746298574,1.3175444446255242,0.9538430975485254,360,-26.0,0.26706285950388475,0.3135812123291284,0.36370134707699886,2.0
2005-09-07,Norway,Scotland,1,2,1767,1681,1.1610166916876745,0.8814372078957442,1.2975532488253325,2.1261871974835898,1.4133805921727032,1.0460903146936142,86,0.0,0.2795794837919303,-0.8286339486582572,0.36729027747908893,0.0
2005-10-08,Switzerland,France,1,1,1780,1973,0.8190318393943548,1.6530878171504741,1.3313119783687106,0.5695595763531387,0.968710485976816,1.9252791376732639,-193,0.0,-0.8340559777561194,0.7617524020155719,-0.9565686516964479,1.0
2005-10-08,Turkey,Germany,2,1,1844,1891,1.4847391997714354,2.741472832831849,1.187787020119669,1.9755730138849312,1.7686978124955557,3.2330465827525745,-47,0.0,-1.2567336330604137,-0.7877859937652623,-1.4643487702570188,2.0
2005-10-08,Czechia,Netherlands,0,2,1965,1992,1.8375158203588702,1.3009844164105573,1.4414548138922099,1.072011791915687,2.2227359135919653,1.6372500687780152,-27,0.0,0.5365314039483129,0.3694430219765228,0.5854858448139502,0.0
2005-10-08,Belgium,Spain,0,2,1698,1957,1.1386306190072053,1.6333387629910883,1.7790010263598488,0.5701486606868401,1.299634521838461,1.8708650813788676,-259,0.0,-0.49470814398388296,1.2088523656730086,-0.5712305595404066,0.0
2005-10-08,Croatia,Sweden,1,0,1864,1903,1.2682787089376455,1.412535751813495,1.4269928424028357,1.3059405248719052,1.6110451453468506,1.7131643157459269,-39,0.0,-0.14425704287584962,0.1210523175309306,-0.10211917039907625,2.0
2005-10-08,Ecuador,Uruguay,0,0,1715,1821,1.4276418289878616,1.569084452946929,1.2536207255943277,1.6573501846343004,1.678996490435683,1.9205649964530418,-106,0.0,-0.14144262395906737,-0.4037294590399727,-0.2415685060173587,1.0
2005-10-08,Tunisia,Morocco,2,2,1712,1681,1.027807557864868,0.8066126796572105,1.2447717688487006,1.025205594859196,1.167724224311339,0.8782532060430117,31,0.0,0.22119487820765749,0.2195661739895045,0.28947101826832733,1.0
2005-10-08,Cape Verde,Ghana,0,4,1314,1602,0.8432420114970444,1.0130812789747319,1.8244499303959503,0.3823069994062223,0.8562074808568271,1.0175674883885752,-288,0.0,-0.16983926747768752,1.442142930989728,-0.16136000753174817,0.0
2005-10-08,South Africa,DR Congo,2,2,1517,1453,1.2447899131172802,1.1950619433155805,1.7230078081021474,1.2398860487826646,1.401200479870141,1.2069777466284666,64,0.0,0.04972796980169969,0.48312175931948276,0.19422273324167438,1.0
2005-10-08,England,Austria,1,0,1963,1668,1.7123685573193081,1.3963940973253914,1.242475739402397,2.4169236413603934,2.0471424254779924,1.7058102983745143,295,0.0,0.3159744599939167,-1.1744479019579963,0.34133212710347816,2.0
2005-10-11,Qatar,Iraq,0,0,1510,1608,1.1569329800908472,1.1850388457945604,2.4129782878563164,1.5869089779718668,1.2464105148645217,1.2636919621128537,-98,0.0,-0.028105865703713206,0.8260693098844496,-0.017281447248332027,1.0
2005-10-12,Paraguay,Colombia,0,1,1778,1764,0.912901525262721,1.51863882390856,1.6790690036038196,1.814099342456723,1.1203557806655595,1.7689300104348387,14,0.0,-0.605737298645839,-0.1350303388529035,-0.6485742297692791,0.0
2005-10-12,Uruguay,Argentina,1,0,1821,1930,1.283720120129785,1.4767362096469365,1.355933247646439,1.6940055979765583,1.5712780298940023,1.8239749499160098,-109,-26.0,-0.19301608951715155,-0.3380723503301193,-0.2526969200220075,2.0
2005-10-12,South Korea,Iran,2,0,1687,1828,0.674982240230085,1.5499979468134693,1.1577169988654428,1.0970156886289875,0.7706992144461523,1.678579413970765,-141,0.0,-0.8750157065833842,0.06070131023645531,-0.9078801995246127,2.0
2005-10-12,United States,Panama,2,0,1841,1475,1.6803645698267418,0.6779592486983236,0.46941852056614836,2.046724614605498,1.8652217599753815,0.7786833546292101,366,0.0,1.002405321128418,-1.5773060940393495,1.0865384053461713,2.0
2005-10-26,Mexico,Uruguay,3,1,1835,1821,1.8070697860710292,1.232123363588733,1.3876229148678045,1.1093460206541201,1.9719341652998994,1.5195191937193233,14,16.0,0.5749464224822962,0.2782768942136844,0.4524149715805761,2.0
2005-11-11,DR Congo,Tunisia,2,2,1453,1712,1.3441078138704796,1.204627566399936,1.3806320908405674,1.3821308517734938,1.3580142943224007,1.3629896507773978,-259,0.0,0.13948024747054366,-0.0014987609329264462,-0.004975356454997026,1.0
2005-11-12,Portugal,Croatia,2,0,1910,1864,1.9222764953069063,1.2192348854813402,0.9206654214208936,1.166125383656856,2.266857917388161,1.5484552002478824,46,0.0,0.7030416098255661,-0.24545996223596234,0.7184027171402785,2.0
2005-11-12,Switzerland,Turkey,2,0,1780,1844,0.8530578258506996,1.5785250829844155,1.2690180541166733,1.153606714670381,1.0338831896730962,1.9056897727376716,-64,0.0,-0.725467257133716,0.11541133944629234,-0.8718065830645754,2.0
2005-11-12,France,Germany,0,0,1973,1891,1.5343350587974383,2.424795062937898,0.6478277453074169,1.9800149341620175,1.7909751957184321,2.8686817581223667,82,0.0,-0.8904600041404598,-1.3321871888546006,-1.0777065624039346,1.0
2005-11-12,England,Argentina,3,2,1963,1930,1.5827525404851615,1.2082211069462583,1.0164063056805854,1.5678144859836625,1.8769925288862626,1.4923213899906007,33,0.0,0.37453143353890317,-0.551408180303077,0.38467113889566185,2.0
2005-11-12,Norway,Czechia,0,1,1767,1965,1.1316104975862222,1.5000821276148073,1.4258398587070213,1.5440237075172796,1.3599227647921432,1.8145620197902217,-198,0.0,-0.3684716300285851,-0.11818384881025823,-0.45463925499807845,0.0
2005-11-12,South Africa,Senegal,2,3,1517,1701,1.3821827613403446,1.1139800647057605,1.7734000722434837,0.8457649656466105,1.49873733887492,1.1134027107061493,-184,0.0,0.26820269663458407,0.9276351065968732,0.38533462816877084,0.0
2005-11-12,South Korea,Sweden,2,2,1687,1903,0.9158962979961834,1.1555578412566647,0.9472214806846938,1.2502817872185004,1.0737257855483078,1.4014940548440717,-216,0.0,-0.23966154326048128,-0.30306030653380656,-0.32776826929576397,1.0
2005-11-12,Uruguay,Australia,1,0,1821,1765,1.1899115651532883,1.3362161699530437,1.4531627888305465,1.9616345178545334,1.4656575847681723,1.5884713450385868,56,-13.0,-0.14630460479975538,-0.5084717290239869,-0.12281376027041446,2.0
2005-11-12,Scotland,United States,1,1,1681,1841,1.0864727073378386,1.7384870622182478,1.9197541244980738,0.38405947768642523,1.2862002025306474,1.8836684972914706,-160,0.0,-0.6520143548804092,1.5356946468116486,-0.5974682947608232,1.0
2005-11-14,Saudi Arabia,Ghana,1,3,1568,1602,1.727668530534255,1.5684235349400935,0.5211484173656148,0.31122664826472113,1.8044516588683701,1.479856947617629,-34,0.0,0.1592449955941615,0.20992176910089366,0.324594711250741,0.0
2005-11-16,Australia,Uruguay,1,0,1765,1821,1.0929440800462074,1.1553771355624363,1.7865589244397,1.1889126997198163,1.2992735695931361,1.4131060905739319,-56,0.0,-0.06243305551622891,0.5976462247198837,-0.11383252098079577,2.0
2005-11-16,Qatar,Argentina,0,3,1510,1930,0.9460692619188431,1.3521886308155864,1.9731865433027593,1.8282258255423922,1.0192385351078577,1.6968799924330134,-420,26.0,-0.40611936889674327,0.14496071776036712,-0.6776414573251557,0.0
2005-11-16,Egypt,Tunisia,1,2,1713,1712,1.650286674382672,1.3492793876764466,0.9908250273043243,1.4945007225735059,1.7305634027290158,1.4674436854040858,1,25.0,0.30100728670622545,-0.5036756952691815,0.26311971732493,0.0
2005-11-16,Turkey,Switzerland,4,2,1844,1780,1.2912646522721036,1.0673785340398572,1.3076335985740026,1.0318859177342614,1.5588918213958518,1.3001220731041303,64,0.0,0.22388611823224647,0.2757476808397412,0.2587697482917215,2.0
2005-11-16,Czechia,Norway,1,0,1965,1767,1.4084157593775108,0.9251137436719248,1.2610001041434489,1.3481324243045556,1.6978785286399176,1.1117634934680123,198,0.0,0.48330201570558606,-0.08713232016110672,0.5861150351719053,2.0
2005-12-05,Iraq,Saudi Arabia,5,1,1608,1568,0.9691481176781629,1.594971151341413,1.2978054300800808,0.9731909265862694,1.0334721859565204,1.670152591458785,40,9.0,-0.6258230336632502,0.3246145034938114,-0.6366804055022646,2.0
2005-12-08,Iraq,Saudi Arabia,2,0,1608,1568,1.7032240885751224,1.4865311368065373,1.2435707877249025,1.7071210229710285,1.7971130736524543,1.5611327245868811,40,0.0,0.21669295176858516,-0.46355023524612604,0.2359803490655732,2.0
2005-12-27,Senegal,Ecuador,2,1,1701,1715,1.457142868806138,1.168032593582206,1.0557789339866697,1.0256563220219288,1.4628568914430242,1.373679718203106,-14,0.0,0.28911027522393207,0.030122611964740864,0.08917717323991825,2.0
2005-12-29,Egypt,Senegal,4,2,1713,1701,1.5320141078298428,1.5559030531950804,1.1743713289948936,1.045631258863701,1.623395663725773,1.6127298517992275,12,28.0,-0.023888945365237557,0.1287400701311927,0.010665811926545476,2.0
2006-01-09,Morocco,DR Congo,3,0,1660,1462,1.0245588988497045,1.4651506600455562,1.2032305759101172,1.4949344962352242,1.134738756633621,1.5286559900735757,198,0.0,-0.44059176119585164,-0.29170392032510706,-0.3939172334399548,2.0
2006-01-14,Egypt,South Africa,1,2,1723,1473,1.9808587485364328,1.494567996391695,1.3245257546624114,1.9965270952024943,2.153101628003355,1.638671545266327,250,-14.0,0.48629075214473794,-0.6720013405400829,0.5144300827370281,0.0
2006-01-14,Senegal,DR Congo,0,0,1650,1462,1.6366873638765642,1.1954974980377424,1.583051396445639,1.7719337722731137,1.734838541340112,1.2473150108921527,188,11.0,0.4411898658388218,-0.1888823758274747,0.48752353044795926,1.0
2006-01-15,Tunisia,Ghana,2,0,1639,1752,1.4676180976521227,1.8335005290378044,1.4045718399115077,0.4387629511788325,1.6159409345487403,1.7865156786292176,-113,0.0,-0.36588243138568166,0.9658088887326752,-0.17057474408047724,2.0
2006-01-17,Ivory Coast,Jordan,2,0,1774,1554,1.338069474710579,0.7880008076159273,1.4157062245587102,0.8931303241766259,1.4429336699545166,0.8568439683934117,220,0.0,0.5500686670946517,0.5225759003820843,0.5860897015611048,2.0
2006-01-18,Saudi Arabia,Sweden,1,1,1579,1870,1.215714453765502,1.3091677189990367,1.760477801801663,1.386660723080701,1.2767251021756356,1.5557218921985319,-291,0.0,-0.0934532652335347,0.3738170787209618,-0.27899679002289623,1.0
2006-01-21,Ivory Coast,Morocco,1,0,1774,1660,1.4602266774423298,1.3850382120113784,1.1544420802492987,0.983664560336867,1.5590258885109656,1.4612438919676674,114,-8.0,0.07518846543095137,0.17077751991243173,0.09778199654329822,2.0
2006-01-22,United States,Canada,0,0,1765,1589,1.6042035315480572,0.8230789377446823,0.4960596361870549,2.6377973752099346,1.7449272992854352,1.0081931634344619,176,0.0,0.7811245938033748,-2.14173773902288,0.7367341358509734,1.0
2006-01-23,Jordan,Sweden,0,0,1554,1870,0.644301255436992,1.252932959987216,1.0949786918419881,1.3163307007479126,0.7005902014488379,1.464220782480445,-316,1.0,-0.6086317045502241,-0.22135200890592444,-0.7636305810316071,1.0
2006-01-24,Egypt,Morocco,0,0,1723,1660,1.8024817972428673,1.1324631271978163,1.4473661093418453,0.9866434854109926,1.940127498578632,1.1947719659613392,63,7.0,0.670018670045051,0.4607226239308527,0.7453555326172929,1.0
2006-01-25,Mexico,Norway,2,1,1821,1767,2.0239672359581276,0.756410324341131,1.3171456809349598,1.2846471169444207,2.2755839651461023,0.9090226909254479,54,0.0,1.2675569116169965,0.032498563990539076,1.3665612742206545,2.0
2006-01-26,Tunisia,South Africa,2,0,1639,1473,1.5644321244917632,1.5865014201391567,1.1491494538241982,1.8152679998839547,1.7468841867165656,1.758476054747986,166,-1.0,-0.022069295647393572,-0.6661185460597565,-0.011591868031420427,2.0
2006-01-27,Ghana,Senegal,1,0,1752,1650,1.4951337559742524,1.3389890149568398,0.7268843527440183,1.2951089357299261,1.456819812371441,1.419287397732575,102,-1.0,0.1561447410174126,-0.5682245829859078,0.03753241463886603,2.0
2006-01-28,Egypt,Ivory Coast,3,1,1723,1774,1.4746992029686425,1.3755244128924058,1.184161554982211,0.9419731746389893,1.5873139358122172,1.4757715871888635,-51,-3.0,0.09917479007623675,0.24218838034322177,0.11154234862335377,2.0
2006-01-29,South Korea,Croatia,2,0,1680,1896,1.1130072253194578,0.9965681711057227,1.1386368866322083,1.3184144324967386,1.3398378193399187,1.2656635610790967,-216,0.0,0.11643905421373513,-0.17977754586453032,0.07417425826082202,2.0
2006-01-29,United States,Norway,5,0,1765,1767,1.3125067806237931,0.8008072130128572,0.4058597449046802,1.4150280217348759,1.4276423576986048,0.9646081487317442,-2,3.0,0.5116995676109359,-1.0091682768301957,0.46303420896686065,2.0
2006-02-03,Egypt,DR Congo,4,1,1723,1462,1.7520672133761848,0.975961355295647,1.1506727348108774,1.4465432915755045,1.9438544907742297,1.018263317580342,261,-14.0,0.7761058580805378,-0.29587055676462715,0.9255911731938877,2.0
2006-02-07,Egypt,Senegal,2,1,1723,1650,2.1608312112106476,1.095456933455509,1.1232744114213031,1.241435236703898,2.299317449803973,1.1611508407052105,73,-7.0,1.0653742777551385,-0.11816082528259497,1.1381666090987625,2.0
2006-02-10,United States,Japan,3,2,1765,1726,1.9830040664901596,1.1891898338563602,0.33206222414692316,1.24160753842831,2.239033324333186,1.4603295349905598,39,-18.0,0.7938142326337994,-0.909545314281387,0.7787037893426263,2.0
