date,home_team,away_team,home_score,away_score,home_elo,away_elo,Elo_Diff,Match_Outcome
2006-05-23,South Korea,Senegal,1,1,1680,1650,30,1.0
2006-05-23,United States,Morocco,0,1,1765,1660,105,0.0
2006-05-23,Austria,Croatia,1,4,1629,1896,-267,0.0
2006-05-24,Norway,Paraguay,2,2,1767,1761,6,1.0
2006-05-24,Colombia,Ecuador,1,1,1790,1761,29,1.0
2006-05-24,Belgium,Turkey,3,3,1672,1843,-171,1.0
2006-05-26,South Korea,Bosnia and Herzegovina,2,0,1680,1563,117,2.0
2006-05-26,Czechia,Saudi Arabia,2,0,1884,1579,305,2.0
2006-05-26,Ghana,Turkey,1,1,1752,1843,-91,1.0
2006-05-27,Portugal,Cape Verde,4,1,1896,1324,572,2.0
2006-05-27,Switzerland,Ivory Coast,1,1,1846,1774,72,1.0
2006-05-27,France,Mexico,1,0,2060,1821,239,2.0
2006-05-28,Croatia,Iran,2,2,1896,1783,113,1.0
2006-05-30,Germany,Japan,2,2,1976,1726,250,1.0
2006-05-31,Iran,Bosnia and Herzegovina,5,2,1783,1563,220,2.0
2006-05-31,Turkey,Saudi Arabia,1,0,1843,1579,264,2.0
2006-06-01,Norway,South Korea,0,0,1767,1680,87,1.0
2006-06-01,Netherlands,Mexico,2,1,1989,1821,168,2.0
2006-06-02,Tunisia,Uruguay,0,0,1639,1822,-183,1.0
2006-06-02,Germany,Colombia,3,0,1976,1790,186,2.0
2006-06-03,Spain,Egypt,2,0,1883,1723,160,2.0
2006-06-04,Netherlands,Australia,1,1,1989,1761,228,1.0
2006-06-04,Ghana,South Korea,3,1,1752,1680,72,2.0
2006-06-04,Colombia,Morocco,2,0,1790,1660,130,2.0
2006-06-04,Brazil,New Zealand,4,0,2080,1515,565,2.0
2006-06-07,Spain,Croatia,2,1,1883,1896,-13,2.0
2006-06-10,Argentina,Ivory Coast,2,1,1979,1774,205,2.0
2006-06-10,England,Paraguay,1,0,1960,1761,199,2.0
2006-06-11,Mexico,Iran,3,1,1821,1783,38,2.0
2006-06-12,Australia,Japan,3,1,1761,1726,35,2.0
2006-06-12,Czechia,United States,3,0,1884,1765,119,2.0
2006-06-13,Brazil,Croatia,1,0,2080,1896,184,2.0
2006-06-13,France,Switzerland,0,0,2060,1846,214,1.0
2006-06-14,Saudi Arabia,Tunisia,2,2,1579,1639,-60,1.0
2006-06-15,Sweden,Paraguay,1,0,1870,1761,109,2.0
2006-06-16,Netherlands,Ivory Coast,2,1,1989,1774,215,2.0
2006-06-17,Portugal,Iran,2,0,1896,1783,113,2.0
2006-06-17,Ghana,Czechia,2,0,1752,1884,-132,2.0
2006-06-18,Croatia,Japan,0,0,1896,1726,170,1.0
2006-06-18,Brazil,Australia,2,0,2080,1761,319,2.0
2006-06-18,France,South Korea,1,1,2060,1680,380,1.0
2006-06-19,Spain,Tunisia,3,1,1883,1639,244,2.0
2006-06-20,Germany,Ecuador,3,0,1976,1761,215,2.0
2006-06-20,England,Sweden,2,2,1960,1870,90,1.0
2006-06-21,Portugal,Mexico,2,1,1896,1821,75,2.0
2006-06-21,Argentina,Netherlands,0,0,1979,1989,-10,1.0
2006-06-22,Brazil,Japan,4,1,2080,1726,354,2.0
2006-06-22,Australia,Croatia,2,2,1761,1896,-135,1.0
2006-06-22,Ghana,United States,2,1,1752,1765,-13,2.0
2006-06-23,Switzerland,South Korea,2,0,1846,1680,166,2.0
2006-06-23,Spain,Saudi Arabia,1,0,1883,1579,304,2.0
2006-06-24,Argentina,Mexico,2,1,1979,1821,158,2.0
2006-06-24,Germany,Sweden,2,0,1976,1870,106,2.0
2006-06-25,England,Ecuador,1,0,1960,1761,199,2.0
2006-06-25,Portugal,Netherlands,1,0,1896,1989,-93,2.0
2006-06-27,Brazil,Ghana,3,0,2080,1752,328,2.0
2006-06-27,France,Spain,3,1,2060,1883,177,2.0
2006-06-30,Germany,Argentina,1,1,1976,1979,-3,1.0
2006-07-01,France,Brazil,1,0,2060,2080,-20,2.0
2006-07-01,England,Portugal,0,0,1960,1896,64,1.0
2006-07-05,France,Portugal,1,0,2060,1896,164,2.0
2006-07-08,Germany,Portugal,3,1,1976,1896,80,2.0
2006-07-21,Jordan,Iraq,2,1,1554,1599,-45,2.0
2006-08-09,Jordan,Iraq,0,1,1554,1599,-45,0.0
2006-08-16,Egypt,Uruguay,0,2,1723,1822,-99,0.0
2006-08-16,Senegal,Ivory Coast,1,0,1650,1774,-124,2.0
2006-08-16,Norway,Brazil,1,1,1767,2080,-313,1.0
2006-08-16,Bosnia and Herzegovina,France,1,2,1563,2060,-497,0.0
2006-08-16,Germany,Sweden,3,0,1976,1870,106,2.0
2006-09-02,South Korea,Iran,1,1,1680,1783,-103,1.0
2006-09-03,Saudi Arabia,Japan,1,0,1579,1726,-147,2.0
2006-09-03,Brazil,Argentina,3,0,2080,1979,101,2.0
2006-10-04,Japan,Ghana,0,1,1726,1752,-26,0.0
2006-10-04,Iran,Iraq,2,0,1783,1599,184,2.0
2006-10-06,Jordan,Iran,0,0,1554,1783,-229,1.0
2006-10-07,Australia,Paraguay,1,1,1761,1761,0,1.0
2006-10-07,Scotland,France,1,0,1737,2060,-323,2.0
2006-10-07,Sweden,Spain,2,0,1870,1883,-13,2.0
2006-10-08,South Korea,Ghana,1,3,1680,1752,-72,0.0
2006-10-10,Brazil,Ecuador,2,1,2080,1761,319,2.0
2006-10-11,Spain,Argentina,2,1,1883,1979,-96,2.0
2006-10-11,Croatia,England,2,0,1896,1960,-64,2.0
2006-10-11,Austria,Switzerland,2,1,1629,1846,-217,2.0
2006-11-08,Saudi Arabia,Jordan,2,1,1579,1554,25,2.0
2006-11-14,Australia,Ghana,1,1,1761,1752,9,1.0
2006-11-15,Japan,Saudi Arabia,3,1,1726,1579,147,2.0
2006-11-15,Iran,South Korea,2,0,1783,1680,103,2.0
2006-11-15,Uzbekistan,Qatar,2,0,1572,1547,25,2.0
2006-11-15,Egypt,South Africa,1,0,1723,1473,250,2.0
2006-11-15,Ivory Coast,Sweden,1,0,1774,1870,-96,2.0
2006-11-15,Switzerland,Brazil,1,2,1846,2080,-234,0.0
2006-11-15,Netherlands,England,1,1,1989,1960,29,1.0
2007-01-18,Iraq,Qatar,1,0,1642,1468,174,2.0
2007-01-18,Ecuador,Sweden,2,1,1673,1798,-125,2.0
2007-01-21,Qatar,Saudi Arabia,1,1,1468,1650,-182,1.0
2007-01-21,Ecuador,Sweden,1,1,1673,1798,-125,1.0
2007-01-24,Saudi Arabia,Iraq,1,0,1650,1642,8,2.0
2007-02-06,Portugal,Brazil,2,0,1879,2077,-198,2.0
2007-02-07,Egypt,Sweden,2,0,1699,1798,-99,2.0
2007-02-07,Morocco,Tunisia,1,1,1686,1633,53,1.0
2007-02-07,United States,Mexico,2,0,1759,1883,-124,2.0
2007-02-07,Colombia,Uruguay,1,3,1838,1797,41,0.0
2007-02-07,France,Argentina,0,1,2011,2012,-1,0.0
2007-02-07,England,Spain,0,1,1909,1964,-55,0.0
2007-02-07,Belgium,Czechia,0,2,1640,1943,-303,0.0
2007-02-07,Germany,Switzerland,3,1,1943,1807,136,2.0
2007-02-07,Croatia,Norway,2,1,1894,1772,122,2.0
2007-03-24,Qatar,Iran,0,1,1468,1788,-320,0.0
2007-03-24,South Korea,Uruguay,0,2,1666,1797,-131,0.0
2007-03-24,Austria,Ghana,1,1,1598,1760,-162,1.0
2007-03-24,Algeria,Cape Verde,2,0,1401,1303,98,2.0
2007-03-24,Haiti,Panama,3,0,1545,1569,-24,2.0
2007-03-24,Portugal,Belgium,4,0,1879,1640,239,2.0
2007-03-24,Czechia,Germany,1,2,1943,1943,0,0.0
2007-03-24,Norway,Bosnia and Herzegovina,1,2,1772,1541,231,0.0
2007-03-25,United States,Ecuador,3,1,1759,1673,86,2.0
2007-03-25,Mexico,Paraguay,2,1,1883,1844,39,2.0
2007-03-25,Colombia,Switzerland,3,1,1838,1807,31,2.0
2007-03-27,Brazil,Ghana,1,0,2077,1760,317,2.0
2007-03-28,Mexico,Ecuador,4,2,1883,1673,210,2.0
2007-03-28,Colombia,Paraguay,2,0,1838,1844,-6,2.0
2007-03-28,France,Austria,1,0,2011,1598,413,2.0
2007-03-28,Norway,Turkey,2,2,1772,1814,-42,1.0
2007-05-09,Panama,Colombia,0,4,1569,1838,-269,0.0
2007-05-30,Austria,Scotland,0,1,1598,1759,-161,0.0
2007-06-01,England,Brazil,1,1,1909,2077,-168,1.0
2007-06-02,Australia,Uruguay,1,2,1729,1797,-68,0.0
2007-06-02,Mexico,Iran,4,0,1883,1788,95,2.0
2007-06-02,South Korea,Netherlands,0,2,1666,1946,-280,0.0
2007-06-02,Cape Verde,Algeria,2,2,1303,1401,-98,1.0
2007-06-02,Switzerland,Argentina,1,1,1807,2012,-205,1.0
2007-06-02,Austria,Paraguay,0,0,1598,1844,-246,1.0
2007-06-02,Belgium,Portugal,1,2,1640,1879,-239,0.0
2007-06-02,Bosnia and Herzegovina,Turkey,3,2,1541,1814,-273,2.0
2007-06-05,Japan,Colombia,0,0,1778,1838,-60,1.0
2007-06-05,Argentina,Algeria,4,3,2012,1401,611,2.0
2007-06-05,Mexico,Paraguay,0,1,1883,1844,39,0.0
2007-06-05,Brazil,Turkey,0,0,2077,1814,263,1.0
2007-06-08,Jordan,Iraq,1,1,1517,1642,-125,1.0
2007-06-11,Canada,Haiti,2,0,1625,1545,80,2.0
2007-06-12,Jordan,Iraq,0,0,1517,1642,-125,1.0
2007-06-13,Mexico,Panama,1,0,1883,1569,314,2.0
2007-06-16,Iran,Iraq,0,0,1788,1642,146,1.0
2007-06-16,United States,Panama,2,1,1759,1569,190,2.0
2007-06-21,United States,Canada,2,1,1759,1625,134,2.0
2007-06-22,Jordan,Iran,0,1,1517,1788,-271,0.0
2007-06-23,Colombia,Ecuador,3,1,1838,1673,165,2.0
2007-06-24,Iran,Iraq,2,1,1788,1642,146,2.0
2007-06-24,United States,Mexico,2,1,1759,1883,-124,2.0
2007-06-27,Mexico,Brazil,2,0,1883,2077,-194,2.0
2007-06-28,Argentina,United States,4,1,2012,1759,253,2.0
2007-06-28,Paraguay,Colombia,5,0,1844,1838,6,2.0
2007-06-29,South Korea,Iraq,3,0,1666,1642,24,2.0
2007-07-01,Mexico,Ecuador,2,1,1883,1673,210,2.0
2007-07-02,Uzbekistan,Iraq,2,0,1557,1642,-85,2.0
2007-07-02,Paraguay,United States,3,1,1844,1759,85,2.0
2007-07-02,Argentina,Colombia,4,2,2012,1838,174,2.0
2007-07-04,Brazil,Ecuador,1,0,2077,1673,404,2.0
2007-07-05,South Korea,Uzbekistan,2,1,1666,1557,109,2.0
2007-07-05,Colombia,United States,1,0,1838,1759,79,2.0
2007-07-05,Argentina,Paraguay,1,0,2012,1844,168,2.0
2007-07-08,Mexico,Paraguay,6,0,1883,1844,39,2.0
2007-07-09,Japan,Qatar,1,1,1778,1468,310,1.0
2007-07-10,Brazil,Uruguay,2,2,2077,1797,280,1.0
2007-07-11,Iran,Uzbekistan,2,1,1788,1557,231,2.0
2007-07-11,Saudi Arabia,South Korea,1,1,1650,1666,-16,1.0
2007-07-11,Argentina,Mexico,3,0,2012,1883,129,2.0
2007-07-13,Iraq,Australia,3,1,1642,1729,-87,2.0
2007-07-14,Mexico,Uruguay,3,1,1883,1797,86,2.0
2007-07-15,Brazil,Argentina,3,0,2077,2012,65,2.0
2007-07-21,Australia,Japan,1,1,1729,1778,-49,1.0
2007-07-22,Iran,South Korea,0,0,1788,1666,122,1.0
2007-07-22,Saudi Arabia,Uzbekistan,2,1,1650,1557,93,2.0
2007-07-25,Saudi Arabia,Japan,3,2,1650,1778,-128,2.0
2007-07-25,Iraq,South Korea,0,0,1642,1666,-24,1.0
2007-07-28,Japan,South Korea,0,0,1778,1666,112,1.0
2007-07-29,Iraq,Saudi Arabia,1,0,1642,1650,-8,2.0
2007-08-21,Ghana,Senegal,1,1,1760,1653,107,1.0
2007-08-22,Egypt,Ivory Coast,0,0,1699,1756,-57,1.0
2007-08-22,Scotland,South Africa,1,0,1759,1484,275,2.0
2007-08-22,Brazil,Algeria,2,0,2077,1401,676,2.0
2007-08-22,Sweden,United States,1,0,1798,1759,39,2.0
2007-08-22,Colombia,Mexico,1,0,1838,1883,-45,2.0
2007-08-22,Norway,Argentina,2,1,1772,2012,-240,2.0
2007-08-22,England,Germany,1,2,1909,1943,-34,0.0
2007-08-22,Austria,Czechia,1,1,1598,1943,-345,1.0
2007-08-22,Switzerland,Netherlands,2,1,1807,1946,-139,2.0
2007-08-22,Bosnia and Herzegovina,Croatia,3,5,1541,1894,-353,0.0
2007-09-07,Austria,Japan,0,0,1598,1778,-180,1.0
2007-09-08,Ghana,Morocco,2,0,1760,1686,74,2.0
2007-09-09,United States,Brazil,2,4,1759,2077,-318,0.0
2007-09-09,Mexico,Panama,1,0,1883,1569,314,2.0
2007-09-11,Japan,Switzerland,4,3,1778,1807,-29,2.0
2007-09-11,Australia,Argentina,0,1,1729,2012,-283,0.0
2007-09-11,Saudi Arabia,Ghana,5,0,1650,1760,-110,2.0
2007-09-12,South Africa,Uruguay,0,0,1484,1797,-313,1.0
2007-09-12,Brazil,Mexico,3,1,2077,1883,194,2.0
2007-09-12,Colombia,Paraguay,1,0,1838,1844,-6,2.0
2007-09-12,France,Scotland,0,1,2011,1759,252,0.0
2007-10-13,Switzerland,Austria,3,1,1807,1598,209,2.0
2007-10-14,Colombia,Brazil,0,0,1838,2077,-239,1.0
2007-10-16,Qatar,Iraq,3,2,1468,1642,-174,2.0
2007-10-17,Japan,Egypt,4,1,1778,1699,79,2.0
2007-10-17,Austria,Ivory Coast,3,2,1598,1756,-158,2.0
2007-10-17,Switzerland,United States,0,1,1807,1759,48,0.0
2007-10-17,Paraguay,Uruguay,1,0,1844,1797,47,2.0
2007-10-17,Brazil,Ecuador,5,0,2077,1673,404,2.0
2007-10-17,Germany,Czechia,0,3,1943,1943,0,0.0
2007-10-17,Bosnia and Herzegovina,Norway,0,2,1541,1772,-231,0.0
2007-11-16,France,Morocco,2,2,2011,1686,325,1.0
2007-11-16,Austria,England,0,1,1598,1909,-311,0.0
2007-11-17,South Africa,United States,0,1,1484,1759,-275,0.0
2007-11-17,Paraguay,Ecuador,5,1,1844,1673,171,2.0
2007-11-17,Spain,Sweden,3,0,1964,1798,166,2.0
2007-11-17,Norway,Turkey,1,2,1772,1814,-42,0.0
2007-11-20,South Africa,Canada,2,0,1484,1625,-141,2.0
2007-11-20,Colombia,Argentina,2,1,1838,2012,-174,2.0
2007-11-21,Qatar,Ivory Coast,1,6,1468,1756,-288,0.0
2007-11-21,Austria,Tunisia,0,0,1598,1633,-35,1.0
2007-11-21,Morocco,Senegal,3,0,1686,1653,33,2.0
2007-11-21,Brazil,Uruguay,2,1,2077,1797,280,2.0
2007-11-21,England,Croatia,2,3,1909,1894,15,0.0
2007-11-21,Turkey,Bosnia and Herzegovina,1,0,1814,1541,273,2.0
2007-11-25,Egypt,Saudi Arabia,2,1,1699,1650,49,2.0
2008-01-10,Qatar,Iran,0,0,1510,1773,-263,1.0
2008-01-19,United States,Sweden,2,0,1804,1758,46,2.0
2008-01-23,Senegal,Tunisia,2,2,1543,1615,-72,1.0
2008-01-24,Iraq,Jordan,1,1,1595,1519,76,1.0
2008-01-27,Tunisia,South Africa,3,1,1615,1533,82,2.0
2008-01-28,Ghana,Morocco,2,0,1695,1661,34,2.0
2008-01-30,Japan,Bosnia and Herzegovina,3,0,1773,1576,197,2.0
2008-01-31,Senegal,South Africa,1,1,1543,1533,10,1.0
2008-02-06,Australia,Qatar,3,0,1756,1510,246,2.0
2008-02-06,United States,Mexico,2,2,1804,1834,-30,1.0
2008-02-06,Uruguay,Colombia,2,2,1831,1747,84,1.0
2008-02-06,England,Switzerland,2,1,1987,1792,195,2.0
2008-02-06,Austria,Germany,0,3,1565,1966,-401,0.0
2008-02-06,Spain,France,1,0,2100,1892,208,2.0
2008-02-06,Croatia,Netherlands,0,3,1882,2027,-145,0.0
2008-02-06,Turkey,Sweden,0,0,1830,1758,72,1.0
2008-02-07,Egypt,Ivory Coast,4,1,1767,1709,58,2.0
2008-02-09,Ghana,Ivory Coast,4,2,1695,1709,-14,2.0
2008-02-23,Japan,South Korea,1,1,1773,1725,48,1.0
2008-03-16,Qatar,Jordan,2,1,1510,1519,-9,2.0
2008-03-22,Uzbekistan,Jordan,4,1,1553,1519,34,2.0
2008-03-26,Qatar,Iraq,2,0,1510,1595,-85,2.0
2008-03-26,Uzbekistan,Saudi Arabia,3,0,1553,1648,-95,2.0
2008-03-26,Egypt,Argentina,0,2,1767,1974,-207,0.0
2008-03-26,South Africa,Paraguay,3,0,1533,1854,-321,2.0
2008-03-26,Algeria,DR Congo,1,1,1438,1432,6,1.0
2008-03-26,Mexico,Ghana,2,1,1834,1695,139,2.0
2008-03-26,Tunisia,Ivory Coast,2,0,1615,1709,-94,2.0
2008-03-26,Belgium,Morocco,1,4,1631,1661,-30,0.0
2008-03-26,Ecuador,Haiti,3,1,1703,1414,289,2.0
2008-03-26,Brazil,Sweden,1,0,2017,1758,259,2.0
2008-03-26,Scotland,Croatia,1,1,1720,1882,-162,1.0
2008-03-26,France,England,1,0,1892,1987,-95,2.0
2008-03-26,Austria,Netherlands,3,4,1565,2027,-462,0.0
2008-03-26,Switzerland,Germany,0,4,1792,1966,-174,0.0
2008-05-22,Ivory Coast,Paraguay,1,1,1709,1854,-145,1.0
2008-05-23,Australia,Ghana,1,0,1756,1695,61,2.0
2008-05-24,Japan,Ivory Coast,1,0,1773,1709,64,2.0
2008-05-25,Uruguay,Turkey,3,2,1831,1830,1,2.0
2008-05-27,Japan,Paraguay,0,0,1773,1854,-81,1.0
2008-05-27,France,Ecuador,2,0,1892,1703,189,2.0
2008-05-28,England,United States,2,0,1987,1804,183,2.0
2008-05-28,Norway,Uruguay,2,2,1707,1831,-124,1.0
2008-05-30,Czechia,Scotland,3,1,1846,1720,126,2.0
2008-05-31,South Korea,Jordan,2,2,1725,1519,206,1.0
2008-05-31,Senegal,Algeria,1,0,1543,1438,105,2.0
2008-05-31,Brazil,Canada,3,2,2017,1566,451,2.0
2008-05-31,France,Paraguay,0,0,1892,1854,38,1.0
2008-06-01,Australia,Iraq,1,0,1756,1595,161,2.0
2008-06-01,Egypt,DR Congo,2,1,1767,1432,335,2.0
2008-06-03,France,Colombia,1,0,1892,1747,145,2.0
2008-06-04,Spain,United States,1,0,2100,1804,296,2.0
2008-06-04,Canada,Panama,2,2,1566,1545,21,1.0
2008-06-04,Argentina,Mexico,4,1,1974,1834,140,2.0
2008-06-07,Iraq,Australia,1,0,1595,1756,-161,2.0
2008-06-07,Jordan,South Korea,0,1,1519,1725,-206,0.0
2008-06-07,Switzerland,Czechia,0,1,1792,1846,-54,0.0
2008-06-07,Portugal,Turkey,2,0,1822,1830,-8,2.0
2008-06-08,United States,Argentina,0,0,1804,1974,-170,1.0
2008-06-08,Austria,Croatia,0,1,1565,1882,-317,0.0
2008-06-11,Switzerland,Turkey,1,2,1792,1830,-38,0.0
2008-06-11,Portugal,Czechia,3,1,1822,1846,-24,2.0
2008-06-12,Croatia,Germany,2,1,1882,1966,-84,2.0
2008-06-13,Netherlands,France,4,1,2027,1892,135,2.0
2008-06-14,Qatar,Australia,1,3,1510,1756,-246,0.0
2008-06-14,Spain,Sweden,2,1,2100,1758,342,2.0
2008-06-15,Argentina,Ecuador,1,1,1974,1703,271,1.0
2008-06-15,Paraguay,Brazil,2,0,1854,2017,-163,2.0
2008-06-15,Switzerland,Portugal,2,0,1792,1822,-30,2.0
2008-06-15,Turkey,Czechia,3,2,1830,1846,-16,2.0
2008-06-16,Austria,Germany,0,1,1565,1966,-401,0.0
2008-06-18,Brazil,Argentina,0,0,2017,1974,43,1.0
2008-06-18,Ecuador,Colombia,0,0,1703,1747,-44,1.0
2008-06-19,Germany,Portugal,3,2,1966,1822,144,2.0
2008-06-20,Croatia,Turkey,1,1,1882,1830,52,1.0
2008-06-22,Qatar,Iraq,1,0,1510,1595,-85,2.0
2008-06-22,Saudi Arabia,Uzbekistan,4,0,1648,1553,95,2.0
2008-06-25,Germany,Turkey,3,2,1966,1830,136,2.0
2008-06-29,Spain,Germany,1,0,2100,1966,134,2.0
2008-08-11,Iran,Qatar,6,1,1773,1510,263,2.0
2008-08-13,Jordan,Qatar,3,0,1519,1510,9,2.0
2008-08-15,Iran,Jordan,2,1,1773,1519,254,2.0
2008-08-19,Australia,South Africa,2,2,1756,1533,223,1.0
2008-08-20,Japan,Uruguay,1,3,1773,1831,-58,0.0
2008-08-20,Paraguay,Saudi Arabia,1,1,1854,1648,206,1.0
2008-08-20,Ecuador,Colombia,1,0,1703,1747,-44,2.0
2008-08-20,England,Czechia,2,2,1987,1846,141,1.0
2008-08-20,Germany,Belgium,2,0,1966,1631,335,2.0
2008-08-20,Sweden,France,2,3,1758,1892,-134,0.0
2008-08-30,Saudi Arabia,Qatar,2,1,1648,1510,138,2.0
2008-09-05,South Korea,Jordan,1,0,1725,1519,206,2.0
2008-09-05,Algeria,Senegal,3,2,1438,1543,-105,2.0
2008-09-06,Netherlands,Australia,1,2,2027,1756,271,0.0
2008-09-06,Saudi Arabia,Iran,1,1,1648,1773,-125,1.0
2008-09-06,Qatar,Uzbekistan,3,0,1510,1553,-43,2.0
2008-09-06,Colombia,Uruguay,0,1,1747,1831,-84,0.0
2008-09-06,Argentina,Paraguay,1,1,1974,1854,120,1.0
2008-09-06,Austria,France,3,1,1565,1892,-327,2.0
2008-09-06,Spain,Bosnia and Herzegovina,1,0,2100,1576,524,2.0
2008-09-07,DR Congo,Egypt,0,1,1432,1767,-335,0.0
2008-09-10,Uzbekistan,Australia,0,1,1553,1756,-203,0.0
2008-09-10,Mexico,Canada,2,1,1834,1566,268,2.0
2008-09-10,Uruguay,Ecuador,0,0,1831,1703,128,1.0
2008-09-10,Croatia,England,1,4,1882,1987,-105,0.0
2008-09-10,Turkey,Belgium,1,1,1830,1631,199,1.0
2008-10-11,South Korea,Uzbekistan,3,0,1725,1553,172,2.0
2008-10-11,Argentina,Uruguay,2,1,1974,1831,143,2.0
2008-10-11,Colombia,Paraguay,0,1,1747,1854,-107,0.0
2008-10-11,Scotland,Norway,0,0,1720,1707,13,1.0
2008-10-11,Sweden,Portugal,0,0,1758,1822,-64,1.0
2008-10-11,Turkey,Bosnia and Herzegovina,2,1,1830,1576,254,2.0
2008-10-14,France,Tunisia,3,1,1892,1615,277,2.0
2008-10-15,Japan,Uzbekistan,1,1,1773,1553,220,1.0
2008-10-15,Australia,Qatar,4,0,1756,1510,246,2.0
2008-10-15,South Africa,Ghana,2,1,1533,1695,-162,2.0
2008-10-15,Canada,Mexico,2,2,1566,1834,-268,1.0
2008-10-15,Brazil,Colombia,0,0,2017,1747,270,1.0
2008-10-15,Belgium,Spain,1,2,1631,2100,-469,0.0
2008-10-15,Norway,Netherlands,0,1,1707,2027,-320,0.0
2008-11-09,Qatar,Iran,0,1,1510,1773,-263,0.0
2008-11-12,Mexico,Ecuador,2,1,1834,1703,131,2.0
2008-11-14,Qatar,South Korea,1,1,1510,1725,-215,1.0
2008-11-19,Qatar,Japan,0,3,1510,1773,-263,0.0
2008-11-19,Saudi Arabia,South Korea,0,2,1648,1725,-77,0.0
2008-11-19,Ghana,Tunisia,0,0,1695,1615,80,1.0
2008-11-19,France,Uruguay,0,0,1892,1831,61,1.0
2008-11-19,Scotland,Argentina,0,1,1720,1974,-254,0.0
2008-11-19,Brazil,Portugal,6,2,2017,1822,195,2.0
2008-11-19,Germany,England,1,2,1966,1987,-21,0.0
2008-11-19,Austria,Turkey,2,4,1565,1830,-265,0.0
2008-11-19,Netherlands,Sweden,3,1,2027,1758,269,2.0
2008-12-17,Ecuador,Iran,1,0,1703,1773,-70,2.0
2009-01-05,Qatar,Saudi Arabia,0,0,1531,1681,-150,1.0
2009-01-24,United States,Sweden,3,2,1802,1771,31,2.0
2009-01-28,Sweden,Mexico,1,0,1771,1890,-119,2.0
2009-02-11,Japan,Australia,0,0,1788,1788,0,1.0
2009-02-11,Iran,South Korea,1,1,1634,1749,-115,1.0
2009-02-11,Egypt,Ghana,2,2,1696,1686,10,1.0
2009-02-11,Tunisia,Netherlands,1,1,1622,2031,-409,1.0
2009-02-11,Morocco,Czechia,0,0,1569,1746,-177,1.0
2009-02-11,Turkey,Ivory Coast,1,1,1784,1760,24,1.0
2009-02-11,United States,Mexico,2,0,1802,1890,-88,2.0
2009-02-11,Colombia,Haiti,2,0,1759,1429,330,2.0
2009-02-11,France,Argentina,0,2,1890,1897,-7,0.0
2009-02-11,Spain,England,2,0,2094,1985,109,2.0
2009-02-11,Austria,Sweden,0,2,1587,1771,-184,0.0
2009-02-11,Germany,Norway,0,1,1961,1747,214,0.0
2009-03-22,Saudi Arabia,Iraq,0,0,1681,1557,124,1.0
2009-03-28,Iran,Saudi Arabia,1,2,1634,1681,-47,0.0
2009-03-28,South Korea,Iraq,2,1,1749,1557,192,2.0
2009-03-28,Uzbekistan,Qatar,4,0,1546,1531,15,2.0
2009-03-28,South Africa,Norway,2,1,1519,1747,-228,2.0
2009-03-28,Uruguay,Paraguay,2,0,1814,1760,54,2.0
2009-03-28,Netherlands,Scotland,3,0,2031,1670,361,2.0
2009-03-28,Belgium,Bosnia and Herzegovina,2,4,1586,1642,-56,0.0
2009-03-28,Portugal,Sweden,0,0,1874,1771,103,1.0
2009-03-28,Spain,Turkey,1,0,2094,1784,310,2.0
2009-03-29,Ecuador,Brazil,1,1,1722,2103,-381,1.0
2009-03-31,Portugal,South Africa,2,0,1874,1519,355,2.0
2009-03-31,Panama,Haiti,4,0,1550,1429,121,2.0
2009-04-01,Australia,Uzbekistan,2,0,1788,1546,242,2.0
2009-04-01,Iran,Senegal,1,1,1634,1544,90,1.0
2009-04-01,Ecuador,Paraguay,1,1,1722,1760,-38,1.0
2009-04-01,Bosnia and Herzegovina,Belgium,2,1,1642,1586,56,2.0
2009-04-01,Turkey,Spain,1,2,1784,2094,-310,0.0
2009-05-20,Argentina,Panama,3,1,1897,1550,347,2.0
2009-05-26,Qatar,Saudi Arabia,2,1,1531,1681,-150,2.0
2009-05-31,Japan,Belgium,4,0,1788,1586,202,2.0
2009-05-31,Qatar,Iraq,1,0,1531,1557,-26,2.0
2009-06-01,Uzbekistan,Bosnia and Herzegovina,0,0,1546,1642,-96,1.0
2009-06-05,France,Turkey,1,0,1890,1784,106,2.0
2009-06-06,Uzbekistan,Japan,0,1,1546,1788,-242,0.0
2009-06-06,Qatar,Australia,0,0,1531,1788,-257,1.0
2009-06-06,Uruguay,Brazil,0,4,1814,2103,-289,0.0
2009-06-06,Argentina,Colombia,1,0,1897,1759,138,2.0
2009-06-07,Algeria,Egypt,3,1,1580,1696,-116,2.0
2009-06-10,Japan,Qatar,1,1,1788,1531,257,1.0
2009-06-10,South Korea,Saudi Arabia,0,0,1749,1681,68,1.0
2009-06-10,Ecuador,Argentina,2,0,1722,1897,-175,2.0
2009-06-10,Brazil,Paraguay,2,1,2103,1760,343,2.0
2009-06-10,Netherlands,Norway,2,0,2031,1747,284,2.0
2009-06-14,South Africa,Iraq,0,0,1519,1557,-38,1.0
2009-06-14,Spain,New Zealand,5,0,2094,1523,571,2.0
2009-06-15,Brazil,Egypt,4,3,2103,1696,407,2.0
2009-06-17,Australia,Japan,2,1,1788,1788,0,2.0
2009-06-17,South Korea,Iran,1,1,1749,1634,115,1.0
2009-06-17,Spain,Iraq,1,0,2094,1557,537,2.0
2009-06-17,South Africa,New Zealand,2,0,1519,1523,-4,2.0
2009-06-18,Brazil,United States,3,0,2103,1802,301,2.0
2009-06-19,Haiti,Panama,1,1,1429,1550,-121,1.0
