date,home_team,away_team,home_score,away_score,home_elo,away_elo,Elo_Diff,Match_Outcome
2023-09-07,Norway,Jordan,6,0,1755,1503,252,2.0
2023-09-07,Argentina,Ecuador,1,0,2139,1883,256,2.0
2023-09-09,Germany,Japan,1,4,1885,1905,-20,0.0
2023-09-09,Australia,Mexico,2,2,1784,1794,-10,1.0
2023-09-09,United States,Uzbekistan,3,0,1774,1643,131,2.0
2023-09-12,Japan,Turkey,4,2,1905,1765,140,2.0
2023-09-12,South Korea,Saudi Arabia,1,0,1799,1586,213,2.0
2023-09-12,Mexico,Uzbekistan,3,3,1794,1643,151,1.0
2023-09-12,Egypt,Tunisia,1,3,1684,1738,-54,0.0
2023-09-12,South Africa,DR Congo,1,0,1486,1497,-11,2.0
2023-09-12,Senegal,Algeria,0,1,1731,1723,8,0.0
2023-09-12,Ecuador,Uruguay,2,1,1883,2006,-123,2.0
2023-09-12,Scotland,England,1,3,1800,2014,-214,0.0
2023-09-12,Sweden,Austria,1,3,1691,1835,-144,0.0
2023-09-12,Germany,France,2,1,1885,2109,-224,2.0
2023-10-12,Algeria,Cape Verde,5,1,1723,1479,244,2.0
2023-10-12,Colombia,Uruguay,2,2,1984,2006,-22,1.0
2023-10-12,Argentina,Paraguay,1,0,2139,1706,433,2.0
2023-10-12,Spain,Scotland,2,0,2033,1800,233,2.0
2023-10-12,Croatia,Turkey,0,1,1951,1765,186,0.0
2023-10-13,Japan,Canada,4,1,1905,1705,200,2.0
2023-10-13,England,Australia,1,0,2014,1784,230,2.0
2023-10-13,Jordan,Iran,1,3,1503,1827,-324,0.0
2023-10-13,South Korea,Tunisia,4,0,1799,1738,61,2.0
2023-10-13,Iraq,Qatar,0,0,1621,1534,87,1.0
2023-10-13,DR Congo,New Zealand,1,1,1497,1525,-28,1.0
2023-10-13,Curaçao,Panama,1,2,1337,1765,-428,0.0
2023-10-13,Austria,Belgium,2,3,1835,1990,-155,0.0
2023-10-13,Netherlands,France,1,2,1970,2109,-139,0.0
2023-10-14,Mexico,Ghana,2,0,1794,1548,246,2.0
2023-10-14,Ivory Coast,Morocco,1,1,1642,1846,-204,1.0
2023-10-14,United States,Germany,1,3,1774,1885,-111,0.0
2023-10-15,Norway,Spain,0,1,1755,2033,-278,0.0
2023-10-16,Algeria,Egypt,1,1,1723,1684,39,1.0
2023-10-16,Belgium,Sweden,1,1,1990,1691,299,1.0
2023-10-16,Bosnia and Herzegovina,Portugal,0,5,1485,2032,-547,0.0
2023-10-17,Japan,Tunisia,2,0,1905,1738,167,2.0
2023-10-17,Australia,New Zealand,2,0,1784,1525,259,2.0
2023-10-17,Iran,Qatar,4,0,1827,1534,293,2.0
2023-10-17,Jordan,Iraq,2,2,1503,1621,-118,1.0
2023-10-17,Ivory Coast,South Africa,1,1,1642,1486,156,1.0
2023-10-17,United States,Ghana,4,0,1774,1548,226,2.0
2023-10-17,Germany,Mexico,2,2,1885,1794,91,1.0
2023-10-17,Uruguay,Brazil,2,0,2006,2011,-5,2.0
2023-10-17,Ecuador,Colombia,0,0,1883,1984,-101,1.0
2023-10-17,France,Scotland,4,1,2109,1800,309,2.0
2023-11-16,Argentina,Uruguay,0,2,2139,2006,133,0.0
2023-11-16,Colombia,Brazil,2,1,1984,2011,-27,2.0
2023-11-18,Germany,Turkey,2,3,1885,1765,120,0.0
2023-11-19,Scotland,Norway,3,3,1800,1755,45,1.0
2023-11-21,Uzbekistan,Iran,2,2,1643,1827,-184,1.0
2023-11-21,Jordan,Saudi Arabia,0,2,1503,1586,-83,0.0
2023-11-21,Brazil,Argentina,0,1,2011,2139,-128,0.0
2023-11-21,Paraguay,Colombia,0,1,1706,1984,-278,0.0
2023-11-21,Austria,Germany,2,0,1835,1885,-50,2.0
2023-12-16,Colombia,Mexico,3,2,1984,1794,190,2.0
2024-01-05,Qatar,Jordan,1,2,1524,1617,-93,0.0
2024-01-06,South Korea,Iraq,1,0,1774,1584,190,2.0
2024-01-09,Japan,Jordan,6,1,1889,1617,272,2.0
2024-01-10,Tunisia,Cape Verde,2,0,1598,1472,126,2.0
2024-01-14,Cape Verde,Ghana,2,1,1472,1429,43,2.0
2024-01-18,Egypt,Ghana,2,2,1657,1429,228,1.0
2024-01-19,Iraq,Japan,2,1,1584,1889,-305,2.0
2024-01-20,Jordan,South Korea,2,2,1617,1774,-157,1.0
2024-01-21,DR Congo,Morocco,1,1,1540,1802,-262,1.0
2024-01-22,Cape Verde,Egypt,2,2,1472,1657,-185,1.0
2024-01-23,Australia,Uzbekistan,1,1,1719,1684,35,1.0
2024-01-24,South Africa,Tunisia,0,0,1576,1598,-22,1.0
2024-01-28,DR Congo,Egypt,1,1,1540,1657,-117,1.0
2024-01-29,Jordan,Iraq,3,2,1617,1584,33,2.0
2024-01-29,Ivory Coast,Senegal,1,1,1579,1771,-192,1.0
2024-01-30,Saudi Arabia,South Korea,1,1,1536,1774,-238,1.0
2024-01-30,South Africa,Morocco,2,0,1576,1802,-226,2.0
2024-02-02,South Korea,Australia,2,1,1774,1719,55,2.0
2024-02-03,Iran,Japan,2,1,1838,1889,-51,2.0
2024-02-03,Qatar,Uzbekistan,1,1,1524,1684,-160,1.0
2024-02-03,Cape Verde,South Africa,0,0,1472,1576,-104,1.0
2024-02-06,Jordan,South Korea,2,0,1617,1774,-157,2.0
2024-02-07,Qatar,Iran,3,2,1524,1838,-314,2.0
2024-02-07,Ivory Coast,DR Congo,1,0,1579,1540,39,2.0
2024-02-10,Qatar,Jordan,3,1,1524,1617,-93,2.0
2024-02-10,DR Congo,South Africa,0,0,1540,1576,-36,1.0
2024-03-21,Portugal,Sweden,5,2,1993,1744,249,2.0
2024-03-21,Mexico,Panama,3,0,1769,1726,43,2.0
2024-03-22,Colombia,Spain,1,0,1977,2178,-201,2.0
2024-03-22,Netherlands,Scotland,4,0,1938,1759,179,2.0
2024-03-22,Norway,Czechia,1,2,1806,1753,53,0.0
2024-03-22,Egypt,New Zealand,1,0,1657,1583,74,2.0
2024-03-23,Croatia,Tunisia,0,0,1886,1598,288,1.0
2024-03-23,England,Brazil,0,1,2006,1996,10,0.0
2024-03-23,France,Germany,0,2,2055,1971,84,0.0
2024-03-24,United States,Mexico,2,0,1758,1769,-11,2.0
2024-03-26,Algeria,South Africa,3,3,1685,1576,109,1.0
2024-03-26,Austria,Turkey,6,1,1871,1774,97,2.0
2024-03-26,Ivory Coast,Uruguay,2,1,1579,1948,-369,2.0
2024-03-26,Spain,Brazil,3,3,2178,1996,182,1.0
2024-03-26,New Zealand,Tunisia,0,0,1583,1598,-15,1.0
2024-03-26,Germany,Netherlands,2,1,1971,1938,33,2.0
2024-03-26,England,Belgium,2,2,2006,1851,155,1.0
2024-03-26,Egypt,Croatia,2,4,1657,1886,-229,0.0
2024-06-03,England,Bosnia and Herzegovina,3,0,2006,1485,521,2.0
2024-06-05,Uruguay,Mexico,4,0,1948,1769,179,2.0
2024-06-06,Senegal,DR Congo,1,1,1771,1540,231,1.0
2024-06-06,Netherlands,Canada,4,0,1938,1784,154,2.0
2024-06-08,Portugal,Croatia,1,2,1993,1886,107,0.0
2024-06-08,Switzerland,Austria,1,1,1814,1871,-57,1.0
2024-06-08,United States,Colombia,1,5,1758,1977,-219,0.0
2024-06-08,Brazil,Mexico,3,2,1996,1769,227,2.0
2024-06-09,Argentina,Ecuador,1,0,2108,1910,198,2.0
2024-06-09,France,Canada,0,0,2055,1784,271,1.0
2024-06-11,Iran,Uzbekistan,0,0,1838,1684,154,1.0
2024-06-11,Saudi Arabia,Jordan,1,2,1536,1617,-81,0.0
2024-06-12,United States,Brazil,1,1,1758,1996,-238,1.0
2024-06-14,Germany,Scotland,5,1,1971,1759,212,2.0
2024-06-15,Spain,Croatia,3,0,2178,1886,292,2.0
2024-06-16,Panama,Paraguay,0,1,1726,1775,-49,0.0
2024-06-17,France,Austria,1,0,2055,1871,184,2.0
2024-06-18,Portugal,Czechia,2,1,1993,1753,240,2.0
2024-06-19,Scotland,Switzerland,1,1,1759,1814,-55,1.0
2024-06-20,Argentina,Canada,2,0,2108,1784,324,2.0
2024-06-21,France,Netherlands,0,0,2055,1938,117,1.0
2024-06-22,Portugal,Turkey,3,0,1993,1774,219,2.0
2024-06-23,Germany,Switzerland,1,1,1971,1814,157,1.0
2024-06-23,Uruguay,Panama,3,1,1948,1726,222,2.0
2024-06-24,Colombia,Paraguay,2,1,1977,1775,202,2.0
2024-06-25,Austria,Netherlands,3,2,1871,1938,-67,2.0
2024-06-26,Turkey,Czechia,2,1,1774,1753,21,2.0
2024-06-27,United States,Panama,1,2,1758,1726,32,0.0
2024-06-28,Brazil,Paraguay,4,1,1996,1775,221,2.0
2024-06-30,Ecuador,Mexico,0,0,1910,1769,141,1.0
2024-07-01,France,Belgium,1,0,2055,1851,204,2.0
2024-07-01,United States,Uruguay,0,1,1758,1948,-190,0.0
2024-07-02,Turkey,Austria,2,1,1774,1871,-97,2.0
2024-07-02,Brazil,Colombia,1,1,1996,1977,19,1.0
2024-07-04,Argentina,Ecuador,1,1,2108,1910,198,1.0
2024-07-05,Germany,Spain,1,2,1971,2178,-207,0.0
2024-07-05,France,Portugal,0,0,2055,1993,62,1.0
2024-07-06,Netherlands,Turkey,2,1,1938,1774,164,2.0
2024-07-06,England,Switzerland,1,1,2006,1814,192,1.0
2024-07-06,Colombia,Panama,5,0,1977,1726,251,2.0
2024-07-06,Brazil,Uruguay,0,0,1996,1948,48,1.0
2024-07-09,Spain,France,2,1,2178,2055,123,2.0
2024-07-09,Argentina,Canada,2,0,2108,1784,324,2.0
2024-07-10,England,Netherlands,2,1,2006,1938,68,2.0
2024-07-10,Colombia,Uruguay,1,0,1977,1948,29,2.0
2024-07-13,Canada,Uruguay,2,2,1784,1948,-164,1.0
2024-07-14,Spain,England,2,1,2178,2006,172,2.0
2024-07-14,Argentina,Colombia,1,0,2108,1977,131,2.0
2024-09-05,Portugal,Croatia,2,1,1993,1886,107,2.0
2024-09-06,Egypt,Cape Verde,3,0,1657,1472,185,2.0
2024-09-06,Uruguay,Paraguay,0,0,1948,1775,173,1.0
2024-09-06,Brazil,Ecuador,1,0,1996,1910,86,2.0
2024-09-07,Netherlands,Bosnia and Herzegovina,5,2,1938,1485,453,2.0
2024-09-07,United States,Canada,1,2,1758,1784,-26,0.0
2024-09-07,Mexico,New Zealand,3,0,1769,1583,186,2.0
2024-09-08,Portugal,Scotland,2,1,1993,1759,234,2.0
2024-09-08,Switzerland,Spain,1,4,1814,2178,-364,0.0
2024-09-09,Norway,Austria,2,1,1806,1871,-65,2.0
2024-09-09,France,Belgium,2,0,2055,1851,204,2.0
2024-09-10,Colombia,Argentina,2,1,1977,2108,-131,2.0
2024-09-10,Netherlands,Germany,2,2,1938,1971,-33,1.0
2024-09-10,United States,New Zealand,1,1,1758,1583,175,1.0
2024-09-10,Paraguay,Brazil,1,0,1775,1996,-221,2.0
2024-09-10,Canada,Mexico,0,0,1784,1769,15,1.0
2024-10-10,Ecuador,Paraguay,0,0,1910,1775,135,1.0
2024-10-10,Uzbekistan,Iran,0,0,1684,1838,-154,1.0
2024-10-10,Saudi Arabia,Japan,0,2,1536,1889,-353,0.0
2024-10-10,Jordan,South Korea,0,2,1617,1774,-157,0.0
2024-10-11,Bosnia and Herzegovina,Germany,1,2,1485,1971,-486,0.0
2024-10-12,Croatia,Scotland,2,1,1886,1759,127,2.0
2024-10-12,United States,Panama,2,0,1758,1726,32,2.0
2024-10-13,Austria,Norway,5,1,1871,1806,65,2.0
2024-10-14,Belgium,France,1,2,1851,2055,-204,0.0
2024-10-14,Germany,Netherlands,1,0,1971,1938,33,2.0
2024-10-15,Scotland,Portugal,0,0,1759,1993,-234,1.0
2024-10-15,Uruguay,Ecuador,0,0,1948,1910,38,1.0
2024-10-15,South Korea,Iraq,3,2,1774,1584,190,2.0
2024-10-15,Japan,Australia,1,1,1889,1719,170,1.0
2024-10-15,Iran,Qatar,4,1,1838,1524,314,2.0
2024-10-15,Mexico,United States,2,0,1769,1758,11,2.0
2024-10-15,Canada,Panama,2,1,1784,1726,58,2.0
2024-11-14,Qatar,Uzbekistan,3,2,1524,1684,-160,2.0
2024-11-14,Iraq,Jordan,0,0,1584,1617,-33,1.0
2024-11-14,Australia,Saudi Arabia,0,0,1719,1536,183,1.0
2024-11-14,Paraguay,Argentina,2,1,1775,2108,-333,2.0
2024-11-15,Scotland,Croatia,1,0,1759,1886,-127,2.0
2024-11-15,Uruguay,Colombia,3,2,1948,1977,-29,2.0
2024-11-15,Cape Verde,Egypt,1,1,1472,1657,-185,1.0
2024-11-16,Germany,Bosnia and Herzegovina,7,0,1971,1485,486,2.0
2024-11-18,Croatia,Portugal,1,1,1886,1993,-107,1.0
2024-11-18,Spain,Switzerland,3,2,2178,1814,364,2.0
2024-11-19,Bosnia and Herzegovina,Netherlands,1,1,1485,1938,-453,1.0
2024-11-19,Colombia,Ecuador,0,1,1977,1910,67,0.0
2024-11-19,Brazil,Uruguay,1,1,1996,1948,48,1.0
2024-12-28,Saudi Arabia,Iraq,3,1,1536,1584,-48,2.0
2025-01-27,Jordan,Uzbekistan,0,0,1689,1735,-46,1.0
2025-03-20,Croatia,France,2,0,1932,2062,-130,2.0
2025-03-20,United States,Panama,0,1,1747,1742,5,0.0
2025-03-20,Mexico,Canada,2,0,1835,1802,33,2.0
2025-03-20,Brazil,Colombia,2,1,1978,1998,-20,2.0
2025-03-20,Netherlands,Spain,2,2,1959,2172,-213,1.0
2025-03-21,Uruguay,Argentina,0,1,1890,2113,-223,0.0
2025-03-23,France,Croatia,2,0,2062,1932,130,2.0
2025-03-23,Spain,Netherlands,3,3,2172,1959,213,1.0
2025-03-23,United States,Canada,1,2,1747,1802,-55,0.0
2025-03-23,Mexico,Panama,2,1,1835,1742,93,2.0
2025-03-25,Iran,Uzbekistan,2,2,1755,1735,20,1.0
2025-03-25,South Korea,Jordan,1,1,1784,1689,95,1.0
2025-03-25,Japan,Saudi Arabia,0,0,1878,1592,286,1.0
2025-03-25,Colombia,Paraguay,2,2,1998,1833,165,1.0
2025-03-25,Argentina,Brazil,4,1,2113,1978,135,2.0
2025-05-30,Saudi Arabia,Jordan,2,0,1592,1689,-97,2.0
2025-06-04,Germany,Portugal,1,2,1910,1976,-66,0.0
2025-06-05,Paraguay,Uruguay,2,0,1833,1890,-57,2.0
2025-06-05,Spain,France,5,4,2172,2062,110,2.0
2025-06-05,Australia,Japan,1,0,1774,1878,-104,2.0
2025-06-05,Iraq,South Korea,0,2,1582,1784,-202,0.0
2025-06-05,Qatar,Iran,1,0,1425,1755,-330,2.0
2025-06-05,Ecuador,Brazil,0,0,1933,1978,-45,1.0
2025-06-06,Morocco,Tunisia,2,0,1840,1615,225,2.0
2025-06-07,New Zealand,Ivory Coast,1,0,1585,1627,-42,2.0
2025-06-07,Switzerland,Mexico,4,2,1897,1835,62,2.0
2025-06-07,United States,Turkey,1,2,1747,1880,-133,0.0
2025-06-08,Portugal,Spain,2,2,1976,2172,-196,1.0
2025-06-08,Germany,France,0,2,1910,2062,-152,0.0
2025-06-09,Croatia,Czechia,5,1,1932,1731,201,2.0
2025-06-10,Jordan,Iraq,0,1,1689,1582,107,0.0
2025-06-10,Saudi Arabia,Australia,1,2,1592,1774,-182,0.0
2025-06-10,Uzbekistan,Qatar,3,0,1735,1425,310,2.0
2025-06-10,Brazil,Paraguay,1,0,1978,1833,145,2.0
2025-06-10,Argentina,Colombia,1,1,2113,1998,115,1.0
2025-06-10,Curaçao,Haiti,5,1,1466,1542,-76,2.0
2025-06-10,United States,Switzerland,0,4,1747,1897,-150,0.0
2025-06-10,Sweden,Algeria,4,3,1660,1757,-97,2.0
2025-06-10,Mexico,Turkey,1,0,1835,1880,-45,2.0
2025-06-10,England,Senegal,1,3,2042,1807,235,0.0
2025-06-10,Canada,Ivory Coast,0,0,1802,1627,175,1.0
2025-06-15,Saudi Arabia,Haiti,1,0,1592,1542,50,2.0
2025-06-19,United States,Saudi Arabia,1,0,1747,1592,155,2.0
2025-06-21,Canada,Curaçao,1,1,1802,1466,336,1.0
2025-06-22,United States,Haiti,2,1,1747,1542,205,2.0
2025-06-28,Mexico,Saudi Arabia,2,0,1835,1592,243,2.0
2025-07-06,United States,Mexico,1,2,1747,1835,-88,0.0
2025-07-15,South Korea,Japan,0,1,1784,1878,-94,0.0
2025-09-04,Paraguay,Ecuador,0,0,1833,1933,-100,1.0
2025-09-05,Australia,New Zealand,1,0,1774,1585,189,2.0
2025-09-06,United States,South Korea,0,2,1747,1784,-37,0.0
2025-09-06,Japan,Mexico,0,0,1878,1835,43,1.0
2025-09-07,Turkey,Spain,0,6,1880,2172,-292,0.0
2025-09-08,Uzbekistan,Iran,1,0,1735,1755,-20,2.0
2025-09-08,Czechia,Saudi Arabia,1,1,1731,1592,139,1.0
2025-09-09,Bosnia and Herzegovina,Austria,1,2,1572,1818,-246,0.0
2025-09-09,Ecuador,Argentina,1,0,1933,2113,-180,2.0
2025-09-09,DR Congo,Senegal,2,3,1657,1807,-150,0.0
2025-09-09,United States,Japan,2,0,1747,1878,-131,2.0
2025-09-09,New Zealand,Australia,1,3,1585,1774,-189,0.0
2025-09-09,Mexico,South Korea,2,2,1835,1784,51,1.0
2025-10-09,Czechia,Croatia,0,0,1731,1932,-201,1.0
2025-10-10,Sweden,Switzerland,0,2,1660,1897,-237,0.0
2025-10-10,Canada,Australia,0,1,1802,1774,28,0.0
2025-10-10,Japan,Paraguay,2,2,1878,1833,45,1.0
2025-10-10,South Korea,Brazil,0,5,1784,1978,-194,0.0
2025-10-10,United States,Ecuador,1,1,1747,1933,-186,1.0
2025-10-11,Colombia,Mexico,4,0,1998,1835,163,2.0
2025-10-13,Uruguay,Uzbekistan,2,1,1890,1735,155,2.0
2025-10-14,Saudi Arabia,Iraq,0,0,1592,1582,10,1.0
2025-10-14,South Korea,Paraguay,2,0,1784,1833,-49,2.0
2025-10-14,Norway,New Zealand,1,1,1922,1585,337,1.0
2025-10-14,Japan,Brazil,3,2,1878,1978,-100,2.0
2025-10-14,United States,Australia,2,1,1747,1774,-27,2.0
2025-10-14,Mexico,Ecuador,1,1,1835,1933,-98,1.0
2025-10-14,Canada,Colombia,0,0,1802,1998,-196,1.0
2025-11-13,Cape Verde,Iran,0,0,1561,1755,-194,1.0
2025-11-13,Canada,Ecuador,0,0,1802,1933,-131,1.0
2025-11-14,Japan,Ghana,2,0,1878,1509,369,2.0
2025-11-14,Saudi Arabia,Ivory Coast,1,0,1592,1627,-35,2.0
2025-11-14,Tunisia,Jordan,3,2,1615,1689,-74,2.0
2025-11-14,Uzbekistan,Egypt,2,0,1735,1622,113,2.0
2025-11-15,Switzerland,Sweden,4,1,1897,1660,237,2.0
2025-11-15,Brazil,Senegal,2,0,1978,1807,171,2.0
2025-11-15,United States,Paraguay,2,1,1747,1833,-86,2.0
2025-11-15,Mexico,Uruguay,0,0,1835,1890,-55,1.0
2025-11-15,Colombia,New Zealand,2,1,1998,1585,413,2.0
2025-11-17,Cape Verde,Egypt,1,1,1561,1622,-61,1.0
2025-11-18,Spain,Turkey,2,2,2172,1880,292,1.0
2025-11-18,United States,Uruguay,5,1,1747,1890,-143,2.0
2025-11-18,South Korea,Ghana,1,0,1784,1509,275,2.0
2025-11-18,Saudi Arabia,Algeria,0,2,1592,1757,-165,0.0
2025-11-18,Iran,Uzbekistan,0,0,1755,1735,20,1.0
2025-11-18,Brazil,Tunisia,1,1,1978,1615,363,1.0
2025-11-18,Austria,Bosnia and Herzegovina,1,1,1818,1572,246,1.0
2025-11-18,Paraguay,Mexico,2,1,1833,1835,-2,2.0
2025-11-18,Ecuador,New Zealand,2,0,1933,1585,348,2.0
2025-11-18,Colombia,Australia,3,0,1998,1774,224,2.0
2025-12-07,Qatar,Tunisia,0,3,1425,1615,-190,0.0
2025-12-08,Morocco,Saudi Arabia,1,0,1840,1592,248,2.0
2025-12-09,Jordan,Egypt,3,0,1689,1622,67,2.0
2025-12-09,Algeria,Iraq,2,0,1757,1582,175,2.0
2025-12-12,Jordan,Iraq,1,0,1689,1582,107,2.0
2025-12-15,Jordan,Saudi Arabia,1,0,1689,1592,97,2.0
2025-12-18,Morocco,Jordan,3,2,1840,1689,151,2.0
2025-12-26,Egypt,South Africa,1,0,1622,1550,72,2.0
2025-12-27,DR Congo,Senegal,1,1,1657,1807,-150,1.0
2026-01-06,Algeria,DR Congo,1,0,1743,1655,88,2.0
2026-01-10,Egypt,Ivory Coast,3,2,1689,1676,13,2.0
2026-01-14,Senegal,Egypt,1,0,1878,1689,189,2.0
2026-01-18,Morocco,Senegal,0,1,1822,1878,-56,0.0
2026-01-22,Panama,Mexico,0,1,1737,1860,-123,0.0
2026-03-26,France,Brazil,2,1,2081,1984,97,2.0
2026-03-26,Croatia,Colombia,2,1,1930,1975,-45,2.0
2026-03-27,Austria,Ghana,5,1,1827,1503,324,2.0
2026-03-27,Switzerland,Germany,3,4,1889,1923,-34,0.0
2026-03-27,South Africa,Panama,1,1,1524,1737,-213,1.0
2026-03-27,Saudi Arabia,Egypt,0,4,1568,1689,-121,0.0
2026-03-27,Netherlands,Norway,2,1,1961,1912,49,2.0
2026-03-27,England,Uruguay,1,1,2020,1892,128,1.0
2026-03-27,Ecuador,Morocco,1,1,1933,1822,111,1.0
2026-03-28,Ivory Coast,South Korea,4,0,1676,1752,-76,2.0
2026-03-28,Scotland,Japan,0,1,1767,1904,-137,0.0
2026-03-28,United States,Belgium,2,5,1721,1867,-146,0.0
2026-03-28,Mexico,Portugal,0,0,1860,1984,-124,1.0
2026-03-28,Tunisia,Haiti,1,0,1636,1532,104,2.0
2026-03-29,France,Colombia,3,1,2081,1975,106,2.0
2026-03-30,Germany,Ghana,2,1,1923,1503,420,2.0
2026-03-31,Australia,Curaçao,5,1,1783,1436,347,2.0
2026-03-31,Algeria,Uruguay,0,0,1743,1892,-149,1.0
2026-03-31,Austria,South Korea,1,0,1827,1752,75,2.0
2026-03-31,Brazil,Croatia,3,1,1984,1930,54,2.0
2026-03-31,United States,Portugal,0,2,1721,1984,-263,0.0
2026-03-31,Spain,Egypt,0,0,2165,1689,476,1.0
2026-03-31,South Africa,Panama,1,2,1524,1737,-213,0.0
2026-03-31,Norway,Switzerland,0,0,1912,1889,23,1.0
2026-03-31,Netherlands,Ecuador,1,1,1961,1933,28,1.0
2026-03-31,Ivory Coast,Scotland,1,0,1676,1767,-91,2.0
2026-03-31,England,Japan,0,1,2020,1904,116,0.0
2026-03-31,Morocco,Paraguay,2,1,1822,1833,-11,2.0
2026-03-31,Belgium,Mexico,1,1,1867,1860,7,1.0
2026-03-31,Canada,Tunisia,0,0,1784,1636,148,1.0
2026-05-22,Mexico,Ghana,2,0,1860,1503,357,2.0
2026-05-30,Scotland,Curaçao,4,1,1767,1436,331,2.0
2026-05-30,Ecuador,Saudi Arabia,2,1,1933,1568,365,2.0
2026-05-30,Mexico,Australia,1,0,1860,1783,77,2.0
2026-05-31,United States,Senegal,3,2,1721,1878,-157,2.0
2026-05-31,Switzerland,Jordan,4,1,1889,1690,199,2.0
2026-05-31,Brazil,Panama,6,2,1984,1737,247,2.0
2026-06-01,Norway,Sweden,3,1,1912,1719,193,2.0
2026-06-01,Austria,Tunisia,1,0,1827,1636,191,2.0
2026-06-01,Canada,Uzbekistan,2,0,1784,1727,57,2.0
2026-06-02,Croatia,Belgium,0,2,1930,1867,63,0.0
2026-06-02,Haiti,New Zealand,4,0,1532,1585,-53,2.0
2026-06-03,Netherlands,Algeria,0,1,1961,1743,218,0.0
2026-06-04,France,Ivory Coast,1,2,2081,1676,405,0.0
2026-06-04,Spain,Iraq,1,1,2165,1607,558,1.0
2026-06-06,Belgium,Tunisia,5,0,1867,1636,231,2.0
2026-06-06,Bosnia and Herzegovina,Panama,1,1,1594,1737,-143,1.0
2026-06-06,Australia,Switzerland,1,1,1783,1889,-106,1.0
2026-06-06,United States,Germany,1,2,1721,1923,-202,0.0
2026-06-06,England,New Zealand,1,0,2020,1585,435,2.0
2026-06-06,Brazil,Egypt,2,1,1984,1689,295,2.0
2026-06-07,Colombia,Jordan,2,0,1975,1690,285,2.0
2026-06-07,Morocco,Norway,1,1,1822,1912,-90,1.0
2026-06-08,Netherlands,Uzbekistan,2,1,1961,1727,234,2.0
2026-06-09,Saudi Arabia,Senegal,0,0,1568,1878,-310,1.0
